index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link
1,2009,Estudio de sobretensiones por maniobra debido a energización de bancos de condensadores y transformadores en líneas de transmisión de 115kV,"De Gregorio S., Luis T.",6.77 MB,http://saber.ucv.ve/handle/10872/17712,http://saber.ucv.ve/bitstream/10872/17712/1/TESIS%20DE%20GRADO%20LUIS%20DE%20GREGORIO.pdf
2,2010,La Economía del Ocio como una alternativa de economía normativa para contribuir al Desarrollo Sustentable,"Rivera, Elizabeth",2 MB,http://saber.ucv.ve/handle/10872/16245,http://saber.ucv.ve/bitstream/10872/16245/1/TG-EE%20-%20copia.pdf
3,27-May-2011,Estudio de la influencia de las condiciones de preparación de catalizadores de ru/zeolita-y y ru/ al2 o3 en reacciones de hidrotratamiento,"Fernández, Fernando J.",1.78 MB,http://saber.ucv.ve/handle/10872/33,http://saber.ucv.ve/bitstream/10872/33/1/tesis%20%20%20fin%20ii.pdf
4,27-May-2011,"Diseño de estrategias para optimizar la calidad de los servicios de la Biblioteca Marcel Roche del Instituto Venezolano de Investigaciones Científicas (IVIC), 2006.","Echezuria Perozo, Jorge E.; Rondon, María C.; Gutierrez Luna, Melany",3.02 MB,http://saber.ucv.ve/handle/10872/28,http://saber.ucv.ve/bitstream/10872/28/1/TL-EBA_jun2006_E2.pdf
5,27-May-2011,Desarrollo de un algoritmo computacional para determinar el efecto de la deposición de parafina sobre el gradiente de presión de flujo multifásico en tuberías,"D'Amico, Walter F.",506.32 kB,http://saber.ucv.ve/handle/10872/32,http://saber.ucv.ve/bitstream/10872/32/1/Tesis%20de%20Grado%20de%20Walter%20D%27Amico.PDF
6,27-May-2011,"Evaluación geofísica integral de los conos aluviales en Macuto, Caraballeda y Tanaguarenas","Cragno, Analia V.; Romero, Marcos A.",3.02 MB,http://saber.ucv.ve/handle/10872/31,http://saber.ucv.ve/bitstream/10872/31/1/Evaluaci%c3%b3n%20Geof%c3%adsica%20Integral_noPW.pdf
7,27-May-2011,"La producción de conocimiento : un análisis métrico en el programa de investigación y desarollo del IDEC-FAU-UCV, 2008.","Adrian Mogollón, Julia; Echezuria Perozo, Jorge E.; Valero Goncalves, Yusmary L.",995.92 kB,http://saber.ucv.ve/handle/10872/29,http://saber.ucv.ve/bitstream/10872/29/1/TL-EBA_oct2008_A3.pdf
8,31-May-2011,Interpretación sísmica estructural 3D y uso de atributos sísmicos en el cretácico. Bloques IX y XIV del Lago de Maracaibo,"Zapata L., Iris C.",7.16 MB,http://saber.ucv.ve/handle/10872/54,http://saber.ucv.ve/bitstream/10872/54/3/T.E.G.%20Iris%20Zapata.pdf
9,31-May-2011,Diseño y construcción de un rotor de bomba centrífuga en el centro de mecanizado,"Silva P., Daniel J.",7.16 MB,http://saber.ucv.ve/handle/10872/49,http://saber.ucv.ve/bitstream/10872/49/1/DISE%c3%91O%20Y%20CONSTRUC-%20CI%c3%93N%20DE%20UN%20ROTOR%20DE%20BOMBA%20CENTR%c3%8dFUGA%20EN%20EL%20CENTRO%20DE%20MECANIZADO.pdf
10,31-May-2011,Modelado de lodos activados en estado estacionario,"Salazar A., Daniel E.",6.06 MB,http://saber.ucv.ve/handle/10872/44,http://saber.ucv.ve/bitstream/10872/44/1/Modelado%20de%20Lodos%20Activados%20en%20Estado%20Estacionario.pdf
11,31-May-2011,Diseño computarizado de intercambiadores de calor bajo ambiente Windows (parteII),"Abdalah B., Mickael",860.19 kB,http://saber.ucv.ve/handle/10872/55,http://saber.ucv.ve/bitstream/10872/55/1/Tesis%20II.pdf
12,31-May-2011,Influencia del recocido y temple sobre la dureza de un deposito de recargue duro del tipo EFe5-B,"Suárez B., Efren J.",3.36 MB,http://saber.ucv.ve/handle/10872/51,http://saber.ucv.ve/bitstream/10872/51/1/tesis%20efren%20suarez.pdf
13,31-May-2011,Propuesta de un sistema de administración de inventarios de producto terminado y racionalización de inventarios en una empresa de consumo masivo.,"Sánchez M., José R.",562.96 kB,http://saber.ucv.ve/handle/10872/45,http://saber.ucv.ve/bitstream/10872/45/1/TRABAJO%20ESPECIAL%20DE%20GRADO.PDF
14,31-May-2011,Caracterización de revoques formados utilizando intecarb (grados 10-15 y 30-35) con adición de finos y gruesos,"Fernández P., Odilo J.; Núñez B., Alvaro O.",2.71 MB,http://saber.ucv.ve/handle/10872/39,http://saber.ucv.ve/bitstream/10872/39/1/TRABAJO%20ESPECIAL%20DE%20GRADO%20II%20final.pdf
15,31-May-2011,"Aplicación de la metodología vcd (visualización, conceptualización y definición) en la elaboración del programa de perforación del proyecto sle-2-01 del distrito Lagunillas de la división occidente de la unidad de negocio de producción de PDVSA EPM","Aguilar A., Víctor J.; Díaz P., Gabriel",7.4 MB,http://saber.ucv.ve/handle/10872/58,http://saber.ucv.ve/bitstream/10872/58/1/Trabajo%20Especial%20de%20Grado%20VJAA%20GDP.pdf
16,31-May-2011,Soldadura del acero api 5l-X52 mediante el proceso flux cored arc welding (fcaw) con transferencia pulsada,"González G., Juan C.; Soriano R., Gregory G.",4.36 MB,http://saber.ucv.ve/handle/10872/40,http://saber.ucv.ve/bitstream/10872/40/1/TRABAJO%20DE%20GRADO_noPW.pdf
17,31-May-2011,Estudio del efecto de la forma y el tamaño de las partículas sobre la velocidad de sedimentación gravitacional de suspensiones,"Sayago P., Johnny A.",1.34 MB,http://saber.ucv.ve/handle/10872/46,http://saber.ucv.ve/bitstream/10872/46/1/Efecto%20de%20forma%20y%20tamano%20en%20sedimentacion.pdf
18,31-May-2011,Caracterización de revoques formados utilizando mezclas monomodales amplias,"Silva C., Silvia M.",2.98 MB,http://saber.ucv.ve/handle/10872/47,http://saber.ucv.ve/bitstream/10872/47/1/Caracterizaci%c3%b3n%20de%20revoques.pdf
19,31-May-2011,"Efecto de los rayos gamma (g) sobre el comportamiento mecánico, térmico y morfológico de las mezclas de ps/pp.","Rodríguez G., Marlene C.",1.62 MB,http://saber.ucv.ve/handle/10872/42,http://saber.ucv.ve/bitstream/10872/42/1/Tesis%20M_Rodriguez.PDF
20,31-May-2011,Deshidrogenación oxidativa de n-pentano sobre catalizadores de vmgo soportados y vmgo promovidos con galio y antimonio,"Acevedo B., Adriana",6.64 MB,http://saber.ucv.ve/handle/10872/57,http://saber.ucv.ve/bitstream/10872/57/1/TEG%20-%20Adriana%20Acevedo.pdf
21,31-May-2011,Aplicabilidad de áridos reciclados para fabricación de hormigones,"Abreu L., René J.",552.32 kB,http://saber.ucv.ve/handle/10872/56,http://saber.ucv.ve/bitstream/10872/56/1/Trabajo%20Especial%20de%20Grado.pdf
22,31-May-2011,"Estudio fluidodinámico en una columna rellena con empaque estructurado sulzer smvp, con dirección de transferencia de masa de la fase dispersa a la fase continua","Altuve Ch., María I.; Cueto G., Frederick",1.21 MB,http://saber.ucv.ve/handle/10872/61,http://saber.ucv.ve/bitstream/10872/61/1/Tesis.pdf
23,31-May-2011,Algoritmos de búsqueda no lineal para diseñar arreglos direccionales de geófonos,"Silva, Carolina del V.",3.6 MB,http://saber.ucv.ve/handle/10872/50,http://saber.ucv.ve/bitstream/10872/50/1/TESIS_CAROLINASILVA.PDF
24,31-May-2011,Consideraciones técnico-económicas en los recortes de producción OPEP,"Almeida M., Juan C.; Rodríguez M., Warrer F.",7.08 MB,http://saber.ucv.ve/handle/10872/60,http://saber.ucv.ve/bitstream/10872/60/1/TESIS.pdf
25,31-May-2011,"Formación de revoques sobre discos porosos utilizando intecarb 20-25, 40-45 con adición de finos y gruesos","Salazar C., Yoraima I.; Valero S., Ada Y.",4.46 MB,http://saber.ucv.ve/handle/10872/43,http://saber.ucv.ve/bitstream/10872/43/1/FORMACI%c3%93N%20DE%20REVOQUES%20SOBRE%20DISCOS%20POROSOS%28Salazar%20-%20Valero%29.pdf
26,31-May-2011,"""Comparación de metodologías para la determinación de aldehídos en el aire ambiental. Montaje de una estación experimental.”","Fernández P., Solysbeht.; Rivas T., Nahir J.",4.43 MB,http://saber.ucv.ve/handle/10872/38,http://saber.ucv.ve/bitstream/10872/38/1/TESIS.pdf
27,31-May-2011,Comportamiento a la fatiga y fatiga-corrosión del acero sae 4140 recubierto por termo-rociado,"Da Silva D., Jose A.; Nunes M., Jose D.",3.04 MB,http://saber.ucv.ve/handle/10872/48,http://saber.ucv.ve/bitstream/10872/48/1/TESIS.pdf
28,31-May-2011,"Determinación de registros pseudo sónicos a partir de registros de resistividad en los campos Barúa, Motatán Y Tomoporo.","Urbina P., Eros R.",11.62 MB,http://saber.ucv.ve/handle/10872/53,http://saber.ucv.ve/bitstream/10872/53/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf
29,31-May-2011,Evaluación del sistema de refrigeración del lubricante para turbinas a gas MS 5001P,"Aguilera L., Engelbert; Alvarez Q., John A.",15.52 MB,http://saber.ucv.ve/handle/10872/59,http://saber.ucv.ve/bitstream/10872/59/1/TEG__EVALUACION_DEL_SISTEMA.PDF
30,31-May-2011,Selección de los parámetros de pulso en la soldadura de aleaciones Al-si y Al-Mg con el proceso GMAW-P,"Grella Ch., Miguel A.",6.7 MB,http://saber.ucv.ve/handle/10872/41,http://saber.ucv.ve/bitstream/10872/41/1/TESIS-MAG_noPW.pdf
31,1-Jun-2011,Determinación de propiedades petrofísicas y petrofacies aplicando tecnología de resonancia magnética nuclear a muestras de núcleo de las formaciones gasíferas San Juan y San Antonio del Campo Santa Rosa,"Ávila S., Daniel E.",3.42 MB,http://saber.ucv.ve/handle/10872/68,http://saber.ucv.ve/bitstream/10872/68/1/Trabajo%20Especial%20de%20Grado%20-%20Daniel%20%c3%81vila.pdf
32,1-Jun-2011,Caracterización de medios porosos utilizando fenómenos de flujo,"Azuaje A., Andrés E.; Guevara Q., Jesús M.",2.66 MB,http://saber.ucv.ve/handle/10872/69,http://saber.ucv.ve/bitstream/10872/69/1/Tesis%20II.pdf
33,1-Jun-2011,“Estudio del efecto de la adición del compuesto Z – trol 60 como emulsificante y humectante en fluidos de perforación base aceite”,"Alvarez G., David",1.75 MB,http://saber.ucv.ve/handle/10872/63,http://saber.ucv.ve/bitstream/10872/63/1/TESIS%20ALVAREZ.pdf
34,1-Jun-2011,"Identificación de planes de explotación para el yacimiento C7 del área vla-31, flanco oeste, Campo Lagomar, Estado Zulia","Alvarez R., Argenis J.",4.24 MB,http://saber.ucv.ve/handle/10872/62,http://saber.ucv.ve/bitstream/10872/62/1/IDENTIFICACI%c3%93N%20DE%20PLANES%20DE%20EXPLOTACI%c3%93N%20PARA%20EL%20YACIMIENTO%20C7.pdf
35,1-Jun-2011,Evaluación del sistema de agua de enfriamiento de una planta de alquilación.,"Autuori E., Rosa G.; Meza J., Reinerio J.",8.73 MB,http://saber.ucv.ve/handle/10872/67,http://saber.ucv.ve/bitstream/10872/67/1/Tesis.pdf
36,1-Jun-2011,Aplicación de la metodología VCD (visualización conceptualización y definición) en la elaboración del programa de perforación de una localización del campo sinco de la unidad explotación Barinas del distrito sur de PDVSA.,"Arellano L., Taymara R.; Coello P., Pablo C.",11.06 MB,http://saber.ucv.ve/handle/10872/66,http://saber.ucv.ve/bitstream/10872/66/1/Tesis%20Final.pdf
37,1-Jun-2011,Desarrollo de un programa modular para el ajuste de datos experimentales con modelos no lineales,"Bazó C., Pedro J.",1.28 MB,http://saber.ucv.ve/handle/10872/71,http://saber.ucv.ve/bitstream/10872/71/1/TRABAJO%20ESPECIAL%20DE%20GRADO_noPW.pdf
38,1-Jun-2011,"Interpretación sísmica estructural 3D y uso de atributos sísmicos en el mioceno medio - eoceno del área VLA-62 bloque I, Lago de Maracaibo","Araujo G., Elisa M.",10.21 MB,http://saber.ucv.ve/handle/10872/65,http://saber.ucv.ve/bitstream/10872/65/1/TEG_Elisa_Araujo.pdf
39,1-Jun-2011,Control multivariable de un sistema de generación de vapor,"Álvarez S., José G.",1.33 MB,http://saber.ucv.ve/handle/10872/64,http://saber.ucv.ve/bitstream/10872/64/1/TEG%20CONTROL%20MULTIVARIABLE%20SGV%20.pdf
40,1-Jun-2011,“Una metodología para la evaluación integral de las luminarias de la Ciudad Universitaria de Caracas”,"Badin C., Atias O.; Vieira M., Alexis M.",17.49 MB,http://saber.ucv.ve/handle/10872/70,http://saber.ucv.ve/bitstream/10872/70/1/Una%20Metodologia%20para%20la%20evaluacion%20integral%20de%20luminarias.pdf
41,3-Jun-2011,"Análisis y evaluación técnica de la implantación del software Drill & Blast de mincom a las operaciones de perforación y voladura de la mina Paso Diablo, Municipio Páez, Estado Zulia","Castillo S., Bladimir J.",5.83 MB,http://saber.ucv.ve/handle/10872/107,http://saber.ucv.ve/bitstream/10872/107/1/Trabajo%20Especial%20de%20Grado%20%28U%29.pdf
42,3-Jun-2011,"Análisis del comportamiento de equipos utilizados en el sistema de levantamiento artificial bombeo de cavidades progresivas (BCP), en los Campos Bare y Arecuna de la unidad de extrapesado PDVSA – San Tomé.","Carrillo C., Andreína I.; González I., Carla J.",3.57 MB,http://saber.ucv.ve/handle/10872/103,http://saber.ucv.ve/bitstream/10872/103/1/TRABAJO%20DE%20ESPECIAL%20DE%20GRADO%20%28BCP%29.pdf
43,3-Jun-2011,"Construcción de modelos geoestadísticos a escala centimétrica de facies heterolíticas, en las secciones informales C1 Y C2 de la formación oficina, Campo San Diego, Zuata (Edo. Anzoátegui)","Calderón V., Erick M.",9.04 MB,http://saber.ucv.ve/handle/10872/98,http://saber.ucv.ve/bitstream/10872/98/1/Tesis_Final.pdf
44,3-Jun-2011,Una metodología para el diseño de una familia coherente de criterios para la selección de los sistemas de levantamiento artificial,"Carrillo L., Jesús A.",3.48 MB,http://saber.ucv.ve/handle/10872/102,http://saber.ucv.ve/bitstream/10872/102/1/Tesis%20JACL.PDF
45,3-Jun-2011,"Estudio microtectónico de la vertiente norte del Macizo Ávila, entre Punta Care y La Guaira, Estado Vargas","Bravo G., Argenis A.; Vilas B., Brian M.",14.97 MB,http://saber.ucv.ve/handle/10872/92,http://saber.ucv.ve/bitstream/10872/92/1/TEG%20Bravo%20%26%20Vilas%202002.pdf
46,3-Jun-2011,Desarrollo y prueba de una metodología de simulación basada en algoritmos genéticos,"Calderón M., Imanaida",3.07 MB,http://saber.ucv.ve/handle/10872/97,http://saber.ucv.ve/bitstream/10872/97/1/TESIS.pdf
47,3-Jun-2011,Efecto de la acidez en el comportamiento de tamices moleculares para la obtención de ésteres,"Castillo A., Eduardo A.; Joubert S., Johan F.",1.63 MB,http://saber.ucv.ve/handle/10872/106,http://saber.ucv.ve/bitstream/10872/106/1/TESIS%20II.pdf
48,3-Jun-2011,Análisis de factibilidad para la implantación de tecnologías de camisa expansible en el aislamiento de zonas de presión anormal en el Distrito Punta de Mata,"Cardozo C., Luis G.",10.85 MB,http://saber.ucv.ve/handle/10872/101,http://saber.ucv.ve/bitstream/10872/101/1/Luis_Cardozo_2002.pdf
49,3-Jun-2011,Resistencia al desgaste y a la corrosión de un recubrimiento de nitruro de titanio obtenido por la técnica de deposición física en estado de vapor.,"Braganti D., Lebjulet",7.85 MB,http://saber.ucv.ve/handle/10872/91,http://saber.ucv.ve/bitstream/10872/91/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf
50,3-Jun-2011,Modelaje y simulación de una celda para la determinación de difusividades térmicas en polímeros empleando métodos no estacionarios.,"Cadenas H., Madelin N.; Pérez P., Tania S.",1.49 MB,http://saber.ucv.ve/handle/10872/96,http://saber.ucv.ve/bitstream/10872/96/1/TOMO%20II_entregafinal.pdf
51,3-Jun-2011,Análisis del comportamiento de mezclas de PP con SBS irradiados con cobalto 60,"Belgoderi V., Luis A.",3.01 MB,http://saber.ucv.ve/handle/10872/89,http://saber.ucv.ve/bitstream/10872/89/1/Tesis%20%28Tomo%20Final%29.pdf
52,3-Jun-2011,Evaluación del sistema de manejo de fluidos en superficie para el área mayor de Socororo,"Busto, Trina I.; Zamora M., Oswaldo N.",7.77 MB,http://saber.ucv.ve/handle/10872/95,http://saber.ucv.ve/bitstream/10872/95/1/Tesis%20Acrobat.pdf
53,3-Jun-2011,Síntesis y caracterización de catalizadores metálicos con diferentes soportes para las reacciones de hidrogenación de aromáticos,"Cano C., Kallinka; Teixeira Mendonca, María L.",4.8 MB,http://saber.ucv.ve/handle/10872/100,http://saber.ucv.ve/bitstream/10872/100/1/Trabajo%20de%20Grado.pdf
54,3-Jun-2011,Desarrollo y prueba de una metodología para incrementar la producción en áreas bajo convenios operativos,"Castillo M., Carla E.",2.35 MB,http://saber.ucv.ve/handle/10872/105,http://saber.ucv.ve/bitstream/10872/105/1/Trabajo%20Especial%20de%20Grado.pdf
55,3-Jun-2011,Evaluación de recubrimientos de babbitt depositados por arco-eléctrico utilizados en cojinetes de turbinas,"Burgos C., Héctor L.",2.51 MB,http://saber.ucv.ve/handle/10872/94,http://saber.ucv.ve/bitstream/10872/94/1/TRABAJO%20ESPECIAL.pdf
56,3-Jun-2011,"Factibilidad del uso de tecnología DOWS y tecnología de geles para control de la producción de agua en el área O-16 de bitor, bitúmenes Orinoco, S.A","Briceño. G., Lisett. C.; Leal. A., Omar. E.",12.32 MB,http://saber.ucv.ve/handle/10872/93,http://saber.ucv.ve/bitstream/10872/93/1/TESIS%20Lisett%20%26%20Enrique.pdf
57,3-Jun-2011,"Estratigrafía secuencial y sedimentología de las facies turbidíticas del flysch eoceno de la isla de Margarita, Edo. Nueva Esparta, Venezuela","Campos S., Corina; Guzmán G., Oswaldo",8.53 MB,http://saber.ucv.ve/handle/10872/99,http://saber.ucv.ve/bitstream/10872/99/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf
58,3-Jun-2011,Estado del arte en la determinación de espesores de secciones erosionadas por medio de registros de pozo,"Casal G., Bárbara",3.8 MB,http://saber.ucv.ve/handle/10872/104,http://saber.ucv.ve/bitstream/10872/104/1/Trabajo%20Especial%20de%20Grado.pdf
59,3-Jun-2011,Manual de procedimientos para el diseño de proyectos de inversión de capital basado en aspectos de confiabilidad,"Castillo A., Henry J.",1.69 MB,http://saber.ucv.ve/handle/10872/108,http://saber.ucv.ve/bitstream/10872/108/1/Tesis.pdf
60,7-Jun-2011,Diagnóstico del problema de producción de arena y desarrollo de una metodología para la selección del método más adecuado para su control en el área mayor de Socororo,"Díaz, Cristian E.; Díaz, Yoslery C.",1.93 MB,http://saber.ucv.ve/handle/10872/118,http://saber.ucv.ve/bitstream/10872/118/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf
61,7-Jun-2011,Metodología de evaluación de cambio de métodos de producción,"Corro T., Marcos A.",6.37 MB,http://saber.ucv.ve/handle/10872/112,http://saber.ucv.ve/bitstream/10872/112/1/CMLA.pdf
62,7-Jun-2011,"Reinterpretación petrofísica de las arenas basales de la formación Paují y FM. Misoa del Campo Barúa, cuenca del Lago de Maracaibo, Edo. Zulia.","Cheng R., Francisco J.",13.44 MB,http://saber.ucv.ve/handle/10872/111,http://saber.ucv.ve/bitstream/10872/111/1/TESIS.pdf
63,7-Jun-2011,Análisis comparativo de la resistencia al desgaste de piezas sinterizadas y piezas recubiertas por rociado térmico HVOF.,"DIAZ N., SIUL J.; FRANCO S., ADOLFO A.",696.45 kB,http://saber.ucv.ve/handle/10872/120,http://saber.ucv.ve/bitstream/10872/120/1/Tesis.pdf
64,7-Jun-2011,"Modelo sedimentológico-estratigráfico del yacimiento C-5 (formación Misoa), área VLA-12. Bloque I. Lago de Maracaibo.","Escalante, Norelys del C.",15.44 MB,http://saber.ucv.ve/handle/10872/122,http://saber.ucv.ve/bitstream/10872/122/1/TESIS.pdf
65,7-Jun-2011,Estudio de ajuste y aplicación de correlaciones para la inyección de nitrógeno,"Cuevas R., Rob A.",2.31 MB,http://saber.ucv.ve/handle/10872/115,http://saber.ucv.ve/bitstream/10872/115/1/TESIS.pdf
66,7-Jun-2011,Estudio del comportamiento ante el desgaste de los recubrimientos MoZrAlSiN depositados sobre un acero AISI 1045 mediante la técnica de PVD,"D’Alessandria P., Mariela C.",7.27 MB,http://saber.ucv.ve/handle/10872/117,http://saber.ucv.ve/bitstream/10872/117/1/Tesis%20D%27Alessandria.pdf
67,7-Jun-2011,Transformación de acetona sobre catalizadores del tipo Pt/H-[Ga]ZSM5 Y Pd/H-[Ga]ZSM5,"Díaz B., Yraida G.",4.43 MB,http://saber.ucv.ve/handle/10872/119,http://saber.ucv.ve/bitstream/10872/119/1/Trabajo%20Especial%20de%20Grado.pdf
68,7-Jun-2011,Estudio de la resistencia al desgaste del acero AISI 4340 bajo condiciones de deslizamiento sin lubricación,"Cubillán T., Alfredo; Liccionis F., Oscar",6.54 MB,http://saber.ucv.ve/handle/10872/114,http://saber.ucv.ve/bitstream/10872/114/1/tesis%20completa.pdf
69,7-Jun-2011,"Palinofacies y paleoambientes del mioceno temprano – medio en la zona de Tácata, Estado Anzoátegui","Cueto M., Nora",21.15 MB,http://saber.ucv.ve/handle/10872/116,http://saber.ucv.ve/bitstream/10872/116/1/TEG_NORA%20CUETO.PDF
70,7-Jun-2011,Análisis geoestadístico y espectral de datos aeromagnéticos de la zona centro-occidental del Estado Amazonas.,"Erasmo M., Ángel A.",2.32 MB,http://saber.ucv.ve/handle/10872/121,http://saber.ucv.ve/bitstream/10872/121/1/Tesis.pdf
