index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex
5567,30-Mar-2017,Aplicación para la Gestión de Proyectos en Ambientes Sociales y Colaborativos bajo el enfoque de la Web 2.0,"Conesa Izquierdo, Elisa",2.35 MB,http://saber.ucv.ve/handle/10872/15575,http://saber.ucv.ve/bitstream/10872/15575/1/docTEG.pdf,,thesis_pdf_all/5567.pdf,True,True,False,escuela de computacion,Escuela de Computación
5541,29-Mar-2017,Generación procedimental de contenido en un videojuego del género MOBA,"Cannizzo Stacconi, Alejandro",2.52 MB,http://saber.ucv.ve/handle/10872/15544,http://saber.ucv.ve/bitstream/10872/15544/1/TEG_Alejandro_Cannizzo.pdf,,thesis_pdf_all/5541.pdf,True,True,False,escuela de computacion,Escuela de Computación
5576,30-Mar-2017,Diseño y desarrollo de una aplicación móvil para georeferenciar sitios de interés,"Davis Escalona, Andrew Olivier",2.43 MB,http://saber.ucv.ve/handle/10872/15573,http://saber.ucv.ve/bitstream/10872/15573/1/TEG.AndrewDavis.2013.pdf,,thesis_pdf_all/5576.pdf,True,True,False,escuela de computacion,Escuela de Computación
5603,4-Apr-2017,"Sistema para la gestión de censos, encuestas y estudios (SIGECENE))","Pereira de Melo, Fábio Roberto",2.74 MB,http://saber.ucv.ve/handle/10872/15626,http://saber.ucv.ve/bitstream/10872/15626/1/tesis_finale.pdf,,thesis_pdf_all/5603.pdf,True,True,False,escuela de computacion,Escuela de Computación
5602,4-Apr-2017,Modelo de sistema de gestión y monitoreo para los puntos de acceso inalámbricos heterogéneos multifabricante. Caso de estudio: Facultad de Ciencias de la Universidad Central de Venezuela,"Navarro Urbina, Kendall Rober",2.93 MB,http://saber.ucv.ve/handle/10872/15625,http://saber.ucv.ve/bitstream/10872/15625/3/TEG_ModificacionFinal.pdf,,thesis_pdf_all/5602.pdf,True,True,False,escuela de computacion,Escuela de Computación
5601,4-Apr-2017,rototipo de un reconocedor de voz para el idioma español,"Castro Briceño, David Alejandro",686.02 kB,http://saber.ucv.ve/handle/10872/15624,http://saber.ucv.ve/bitstream/10872/15624/1/TEG_DAVID_CASTRO_17423089.pdf,,thesis_pdf_all/5601.pdf,True,True,False,escuela de computacion,Escuela de Computación
5600,4-Apr-2017,Incorporación de la evaluación de la experiencia del usuario en el desarrollo de software a través del Método AgilUs,"Bonilla de la Concepción, Adriana; Freites Hernández, María de Lourdes",3.28 MB,http://saber.ucv.ve/handle/10872/15623,http://saber.ucv.ve/bitstream/10872/15623/1/TEG_AdrianaBonilla_Mar%c3%adaFreites.pdf,,thesis_pdf_all/5600.pdf,True,True,False,escuela de computacion,Escuela de Computación
5599,4-Apr-2017,"Plataforma de envío, recepción y gestión de mensajes multimedia sobre ambiente Web, Tecnologías de Código Abierto y Módems GSM.","Izquierdo Sánchez, Carlos Alberto",3.43 MB,http://saber.ucv.ve/handle/10872/15622,http://saber.ucv.ve/bitstream/10872/15622/3/Documento%20de%20Tesis%2002102011%20%281%29.pdf,,thesis_pdf_all/5599.pdf,True,True,False,escuela de computacion,Escuela de Computación
5598,4-Apr-2017,Modelo de cortes volumétricos para la simulación de cirugía de huesos,"Guía, Carlos",5.76 MB,http://saber.ucv.ve/handle/10872/15621,http://saber.ucv.ve/bitstream/10872/15621/1/Trabajo%20Especial%20de%20Grado.pdf,,thesis_pdf_all/5598.pdf,True,True,False,escuela de computacion,Escuela de Computación
5595,4-Apr-2017,Diseño e implementación de un sistema automatizado de modelaje meteorológico interactivo,"Urrea F., Jonathan E.",7.78 MB,http://saber.ucv.ve/handle/10872/15618,http://saber.ucv.ve/bitstream/10872/15618/3/tesis_Jonathan_Urrea_18329651.pdf,,thesis_pdf_all/5595.pdf,True,True,False,escuela de computacion,Escuela de Computación
5594,4-Apr-2017,"Prototipo para un archivo de documentos digitales provenientes de la Web. panel de control, virtualización y programación en la nube","Arévalo S., Vanessa C.",1.15 MB,http://saber.ucv.ve/handle/10872/15617,http://saber.ucv.ve/bitstream/10872/15617/1/%5bVanessa%20Arevalo%5d%20Trabajo%20Especial%20de%20Grado%202011.pdf,,thesis_pdf_all/5594.pdf,True,True,False,escuela de computacion,Escuela de Computación
5593,4-Apr-2017,Automatización de trazado cefalométrico lateral para el diagnóstico en ortodoncia,"Piña, Jhonattan David",3.73 MB,http://saber.ucv.ve/handle/10872/15616,http://saber.ucv.ve/bitstream/10872/15616/1/Automatizacion_de_trazado_cefalometrico_para_el_diagnostico_en_ortodoncia.pdf,,thesis_pdf_all/5593.pdf,True,True,False,escuela de computacion,Escuela de Computación
5592,4-Apr-2017,Simulación microscópica de tráfico vehícular basada en agentes inteligentes,"Ampuero Anca, Daniel Alejandro; Gómez Ortiz, Jesús Francisco",2.41 MB,http://saber.ucv.ve/handle/10872/15615,http://saber.ucv.ve/bitstream/10872/15615/1/Simulaci%c3%b3n%20microsc%c3%b3pica%20de%20tr%c3%a1fico%20vehicular.pdf,,thesis_pdf_all/5592.pdf,True,True,False,escuela de computacion,Escuela de Computación
5590,3-Apr-2017,Sistema de recolección de estadísticas y generación de reportes web como una extensión del navegador Mozilla Firefox,"Sánchez Ponte, José Javier; Gil Ramírez, Ángel David",2.3 MB,http://saber.ucv.ve/handle/10872/15613,http://saber.ucv.ve/bitstream/10872/15613/1/tesis.pdf,,thesis_pdf_all/5590.pdf,True,True,False,escuela de computacion,Escuela de Computación
5577,30-Mar-2017,Sistema de información para la automatización del método de desarrollo de la arquitectura empresarial,"Osuna Barrios, José Misael",2.23 MB,http://saber.ucv.ve/handle/10872/15574,http://saber.ucv.ve/bitstream/10872/15574/1/TEG-16022535-COMPUTACION-JOSE-OSUNA.pdf,,thesis_pdf_all/5577.pdf,True,True,False,escuela de computacion,Escuela de Computación
5589,3-Apr-2017,Desarrollo de un sistema de alquiler de canchas de tenis usando elementos de aplicaciones web enriquecidas,"Blanco R., Andrés E.",1.45 MB,http://saber.ucv.ve/handle/10872/15614,http://saber.ucv.ve/bitstream/10872/15614/1/TesisFinalMayo2011.pdf,,thesis_pdf_all/5589.pdf,True,True,False,escuela de computacion,Escuela de Computación
5583,3-Apr-2017,Desarrollo de un sistema de información geográfica (SIG) para la dirección de catastro de la alcaldía del municipio Bolivariano Libertador,"Gorri Aguilar, Adriana Carolina; Barragán Bautista, Gonzalo Andrés",5.41 MB,http://saber.ucv.ve/handle/10872/15609,http://saber.ucv.ve/bitstream/10872/15609/1/TEG.GORRI.BARRAGAN.110529.pdf,,thesis_pdf_all/5583.pdf,True,True,False,escuela de computacion,Escuela de Computación
5538,29-Mar-2017,Implementación de los módulos de adquisición y almacenamiento de un prototipo para el archivado de sitios Web en Venezuela.,"Rivero Perdomo, Lorena Elisa; García Laguado, Jonathan Eduardo",3.97 MB,http://saber.ucv.ve/handle/10872/15541,http://saber.ucv.ve/bitstream/10872/15541/1/TESIS_Garcia-17160622_Rivero-19064474.pdf,,thesis_pdf_all/5538.pdf,True,True,False,escuela de computacion,Escuela de Computación
5501,28-Mar-2017,Diseño e implementación de un sistema para la gestión de viáticos,"Mora, César; Delgado, Viviana",1.97 MB,http://saber.ucv.ve/handle/10872/15449,http://saber.ucv.ve/bitstream/10872/15449/1/Tesis.pdf,,thesis_pdf_all/5501.pdf,True,True,False,escuela de computacion,Escuela de Computación
5496,28-Mar-2017,Sistema de información para el cálculo de la brecha de perfiles de cargos basado en ontologías,"Leal Rojas, Edgar Augusto",2.84 MB,http://saber.ucv.ve/handle/10872/15444,http://saber.ucv.ve/bitstream/10872/15444/1/FinalTegEdgar%20Final.pdf,,thesis_pdf_all/5496.pdf,True,True,False,escuela de computacion,Escuela de Computación
5728,25-May-2017,"Diseño y desarrollo de un módulo de comunicación entre el framework ruby on rails y la central telefónica por software asterisk, para el mercadeo de productos y servicios empresariales","García Mujica, Carlos Augusto",1.2 MB,http://saber.ucv.ve/handle/10872/15892,http://saber.ucv.ve/bitstream/10872/15892/1/Tesis_Carlos_Garcia.pdf,,thesis_pdf_all/5728.pdf,True,True,False,escuela de computacion,Escuela de Computación
5727,25-May-2017,Gestor de objetos de aprendizaje de contenidos abiertos de tipo práctico para el apoyo a la asignatura algoritmos y programación,"Rebete Guillermo, Osner",1.59 MB,http://saber.ucv.ve/handle/10872/15891,http://saber.ucv.ve/bitstream/10872/15891/1/Tesis%20-%20Gestor%20de%20OACA.pdf,,thesis_pdf_all/5727.pdf,True,True,False,escuela de computacion,Escuela de Computación
5726,25-May-2017,Implementación de un sistema de recomendación de frases basado en el algoritmo Slope One,"Riveros Balbi, Norman",2.6 MB,http://saber.ucv.ve/handle/10872/15890,http://saber.ucv.ve/bitstream/10872/15890/1/TEG_NormanRiveros.pdf,,thesis_pdf_all/5726.pdf,True,True,False,escuela de computacion,Escuela de Computación
5725,25-May-2017,Implantación de una plataforma de software colaborativo que permita integrar servicios ofertados por la Facultad de Ciencias,"González A., Jessica; Camacho G., Carlos",2.26 MB,http://saber.ucv.ve/handle/10872/15894,http://saber.ucv.ve/bitstream/10872/15894/1/documento_tesis.pdf,,thesis_pdf_all/5725.pdf,True,True,False,escuela de computacion,Escuela de Computación
5633,18-Apr-2017,Prototipo de un archivo de documentos digitales provenientes de la Web. Contenido Web y almacenes de datos,"Blanco Bustos, Carlos Alberto",2.34 MB,http://saber.ucv.ve/handle/10872/15689,http://saber.ucv.ve/bitstream/10872/15689/1/Documento%20de%20Tesis.pdf,,thesis_pdf_all/5633.pdf,True,True,False,escuela de computacion,Escuela de Computación
5631,18-Apr-2017,Desarrollo de Un Módulo Web Para la Gestión de Planes de Estudio en el Sistema de Gestión Académica CONEST,"Hernández C., José T.",3.77 MB,http://saber.ucv.ve/handle/10872/15691,http://saber.ucv.ve/bitstream/10872/15691/1/TEG_Hernandez%20%284%29.pdf,,thesis_pdf_all/5631.pdf,True,True,False,escuela de computacion,Escuela de Computación
5630,18-Apr-2017,Iluminación global en tiempo real basada en la voxelización de escenas con superficies difusas,"Sans Palacios, Francisco Javier",8.07 MB,http://saber.ucv.ve/handle/10872/15692,http://saber.ucv.ve/bitstream/10872/15692/1/Tesis_Francisco_Sans.pdf,,thesis_pdf_all/5630.pdf,True,True,False,escuela de computacion,Escuela de Computación
5629,18-Apr-2017,Implementación de un sistema del protocolo de configuración dinámica de Hosts con mensajes de autenticación,"Rubel Salas, David",1.41 MB,http://saber.ucv.ve/handle/10872/15687,http://saber.ucv.ve/bitstream/10872/15687/1/TEG_David_Rubel.pdf,,thesis_pdf_all/5629.pdf,True,True,False,escuela de computacion,Escuela de Computación
5628,18-Apr-2017,Desarrollo de una solución SOA-BPM para optimizar el proceso de orden de compras de una empresa del sector construcción,"Sánchez Canache, Jonatán Israel",8.68 MB,http://saber.ucv.ve/handle/10872/15685,http://saber.ucv.ve/bitstream/10872/15685/3/TEG-1.pdf,,thesis_pdf_all/5628.pdf,True,True,False,escuela de computacion,Escuela de Computación
5341,22-Mar-2017,"Modelo de Gestión de Información, de un Instituto de Investigación, basado en ITIL. Caso de estudio: INABIO","Aguiar Adamez, María Josefina",3.25 MB,http://saber.ucv.ve/handle/10872/15302,http://saber.ucv.ve/bitstream/10872/15302/1/Tesis_final_Maria_Aguiar.pdf,,thesis_pdf_all/5341.pdf,True,True,False,escuela de computacion,Escuela de Computación
