,index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex,thesis_tutor
44,350,2011-10-20,"Diseño e implementación de un sistema de control para la máquina dispensadora de cartuchos desarrollada por la empresa Ind. Immediata 40, C.A","Quiñones B., Luis A.",1.41 MB,http://saber.ucv.ve/handle/10872/543,http://saber.ucv.ve/bitstream/10872/543/1/Trabajo%20de%20grado%20Luis%20Qui%c3%b1ones.pdf,,thesis_pdf_all/350.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Rafael E Rivero Navarro
45,526,2011-11-09,"Estudio eléctrico del sistema de potencia, nueva planta criogénica San Joaquín (IV tren de extracción de gas natural)","Zarzalejo, Julio D.",1.63 MB,http://saber.ucv.ve/handle/10872/741,http://saber.ucv.ve/bitstream/10872/741/1/TESIS%20JULIO.pdf,,thesis_pdf_all/526.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Vanessa Carlson
46,527,2011-11-09,Modelaje y análisis topológico-funcional de planta de acceso y transporte PSTN/NGN para operadora de Telecomunicaciones basada en el concepto IP multimedia subsystem,"Romero E., Rafael J.",1.68 MB,http://saber.ucv.ve/handle/10872/736,http://saber.ucv.ve/bitstream/10872/736/1/Modelaje%20y%20An%c3%a1lisis%20NGN%20IMS.pdf,,thesis_pdf_all/527.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Carlos Fuenmayor
47,528,2011-11-09,Introducción del concepto softswitch en un operador de larga distancia,"Santana A., Johnatan A.",2.58 MB,http://saber.ucv.ve/handle/10872/738,http://saber.ucv.ve/bitstream/10872/738/1/TEG_Johnatan_Santana.pdf,,thesis_pdf_all/528.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Carlos Fuenmayor
48,529,2011-11-09,Dimensionamiento de la estación terrena de respaldo de servicios para operación del satélite Simón Bolívar,"Alcaíno P, Manuel",1.19 MB,http://saber.ucv.ve/handle/10872/742,http://saber.ucv.ve/bitstream/10872/742/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,,thesis_pdf_all/529.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Noel Diaz
49,532,2011-11-09,Factibilidad Técnica de implantación de las tecnologías VDSLx en planta de cobre sobre la red de acceso de CANTV para servicios triple play,"Roldán S., José A.",6.61 MB,http://saber.ucv.ve/handle/10872/735,http://saber.ucv.ve/bitstream/10872/735/1/Trabajo%20de%20Grado.pdf,,thesis_pdf_all/532.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Carlos Fuenmayor
50,533,2011-11-09,Propuesta implementación del sistema secundario de una subestación eléctrica tipo NODAL III,"Ravel G., Jean M.",2.51 MB,http://saber.ucv.ve/handle/10872/734,http://saber.ucv.ve/bitstream/10872/734/1/Trabajo%20de%20Grado_Jean-Michel%20Ravel.pdf,,thesis_pdf_all/533.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Nicolas Gavotti
51,534,2011-11-09,"Sistema de comunicación para la transmisión de voz, datos y vídeos, entre la Central Digital de la empresa CANTV en la Ciudad de Palo Negro y el Sector los Hornos de la misma ciudad","Sevilla G., Enrique J.",664.84 kB,http://saber.ucv.ve/handle/10872/739,http://saber.ucv.ve/bitstream/10872/739/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,,thesis_pdf_all/534.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Luis Fernandez
52,535,2011-11-09,Propuesta para la adecuación y mejora de la plataforma de red de datos del sistema de control distribuido (DCS) de la empresa mixta PetroMonagas,"Barrios D., Leopoldo J.",5.82 MB,http://saber.ucv.ve/handle/10872/744,http://saber.ucv.ve/bitstream/10872/744/1/TESIS.pdf,,thesis_pdf_all/535.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Carolina Regoli
53,547,2011-11-10,Estudio de transmisión de data codificada utilizando recomendación H.324 en redes de seguridad y protección,"Díaz S., Carmen S.",6.17 MB,http://saber.ucv.ve/handle/10872/756,http://saber.ucv.ve/bitstream/10872/756/1/Tesis%20Carmen%20S.Diaz%20S..pdf,,thesis_pdf_all/547.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Maria Alvarez
54,578,2011-11-14,Uso de los receptores MLSE en las comunicaciones ópticas,"Roffé J., Eugenia",902.99 kB,http://saber.ucv.ve/handle/10872/789,http://saber.ucv.ve/bitstream/10872/789/1/Uso%20de%20los%20receptores%20MLSE%20en%20las%20comunicaciones%20%c3%b3pticas.pdf,,thesis_pdf_all/578.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Paolo Maragno
55,525,2011-11-09,Aplicación de la metodología de parámetros distribuidos en el análisis de protección catódica de tuberías de gran longitud,"Teixeira R., Elio R.",8.44 MB,http://saber.ucv.ve/handle/10872/740,http://saber.ucv.ve/bitstream/10872/740/1/Trabajo%20especial%20de%20grado.pdf,,thesis_pdf_all/525.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Julio Molina
56,809,2012-06-19,Desarrollo de un sistema de control para mantener la velocidad tangencial de un carrte de enrrollado de textiles,"El Masri, Sharif",2.37 MB,http://saber.ucv.ve/handle/10872/1328,http://saber.ucv.ve/bitstream/10872/1328/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,,thesis_pdf_all/809.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Tamara Perez
57,838,2012-07-02,Diseño de un banco a pruebas para protectores de Voltaje Mofásico,"León Ch, Ayarith M",1.19 MB,http://saber.ucv.ve/handle/10872/1429,http://saber.ucv.ve/bitstream/10872/1429/1/DISE%c3%91O%20DE%20UN%20BANCO%20DE%20PRUEBAS%20PARA%20PROTECTORES%20DE%20VOLTAJE%20MONOF%c3%81SICO.pdf,,thesis_pdf_all/838.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Tamara Perez
58,829,2012-06-21,"Sistema de comunicación para la transmición de voz, datos y video, entre","Sevilla, Enrique",664.84 kB,http://saber.ucv.ve/handle/10872/1361,http://saber.ucv.ve/bitstream/10872/1361/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,,thesis_pdf_all/829.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Luis Fernandez
59,828,2012-06-21,Aplicación de la metodología de parámetros distribuidos en el análisis de protección catódica de tuberías de gran longitud,"Teixeira R, Elio R",8.44 MB,http://saber.ucv.ve/handle/10872/1362,http://saber.ucv.ve/bitstream/10872/1362/1/Trabajo%20especial%20de%20grado.pdf,,thesis_pdf_all/828.pdf,True,True,False,escuela de ingenieria electrica,Escuela de Ingeniería Eléctrica,Julio Molina
60,5341,2017-03-22,"Modelo de Gestión de Información, de un Instituto de Investigación, basado en ITIL. Caso de estudio: INABIO","Aguiar Adamez, María Josefina",3.25 MB,http://saber.ucv.ve/handle/10872/15302,http://saber.ucv.ve/bitstream/10872/15302/1/Tesis_final_Maria_Aguiar.pdf,,thesis_pdf_all/5341.pdf,True,True,False,escuela de computacion,Escuela de Computación,Omaira Rodriguez
61,5496,2017-03-28,Sistema de información para el cálculo de la brecha de perfiles de cargos basado en ontologías,"Leal Rojas, Edgar Augusto",2.84 MB,http://saber.ucv.ve/handle/10872/15444,http://saber.ucv.ve/bitstream/10872/15444/1/FinalTegEdgar%20Final.pdf,,thesis_pdf_all/5496.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franklin Sandoval
62,5501,2017-03-28,Diseño e implementación de un sistema para la gestión de viáticos,"Mora, César; Delgado, Viviana",1.97 MB,http://saber.ucv.ve/handle/10872/15449,http://saber.ucv.ve/bitstream/10872/15449/1/Tesis.pdf,,thesis_pdf_all/5501.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eugenio Scalise
63,5538,2017-03-29,Implementación de los módulos de adquisición y almacenamiento de un prototipo para el archivado de sitios Web en Venezuela.,"Rivero Perdomo, Lorena Elisa; García Laguado, Jonathan Eduardo",3.97 MB,http://saber.ucv.ve/handle/10872/15541,http://saber.ucv.ve/bitstream/10872/15541/1/TESIS_Garcia-17160622_Rivero-19064474.pdf,,thesis_pdf_all/5538.pdf,True,True,False,escuela de computacion,Escuela de Computación,Mercy Ospina
64,5541,2017-03-29,Generación procedimental de contenido en un videojuego del género MOBA,"Cannizzo Stacconi, Alejandro",2.52 MB,http://saber.ucv.ve/handle/10872/15544,http://saber.ucv.ve/bitstream/10872/15544/1/TEG_Alejandro_Cannizzo.pdf,,thesis_pdf_all/5541.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmitt Ramirez
65,5567,2017-03-30,Aplicación para la Gestión de Proyectos en Ambientes Sociales y Colaborativos bajo el enfoque de la Web 2.0,"Conesa Izquierdo, Elisa",2.35 MB,http://saber.ucv.ve/handle/10872/15575,http://saber.ucv.ve/bitstream/10872/15575/1/docTEG.pdf,,thesis_pdf_all/5567.pdf,True,True,False,escuela de computacion,Escuela de Computación,Nora Montano
66,5576,2017-03-30,Diseño y desarrollo de una aplicación móvil para georeferenciar sitios de interés,"Davis Escalona, Andrew Olivier",2.43 MB,http://saber.ucv.ve/handle/10872/15573,http://saber.ucv.ve/bitstream/10872/15573/1/TEG.AndrewDavis.2013.pdf,,thesis_pdf_all/5576.pdf,True,True,False,escuela de computacion,Escuela de Computación,Antonio Leal
67,5603,2017-04-04,"Sistema para la gestión de censos, encuestas y estudios (SIGECENE))","Pereira de Melo, Fábio Roberto",2.74 MB,http://saber.ucv.ve/handle/10872/15626,http://saber.ucv.ve/bitstream/10872/15626/1/tesis_finale.pdf,,thesis_pdf_all/5603.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jose Francisco MirabalCaracas
68,5583,2017-04-03,Desarrollo de un sistema de información geográfica (SIG) para la dirección de catastro de la alcaldía del municipio Bolivariano Libertador,"Gorri Aguilar, Adriana Carolina; Barragán Bautista, Gonzalo Andrés",5.41 MB,http://saber.ucv.ve/handle/10872/15609,http://saber.ucv.ve/bitstream/10872/15609/1/TEG.GORRI.BARRAGAN.110529.pdf,,thesis_pdf_all/5583.pdf,True,True,False,escuela de computacion,Escuela de Computación,Alberto Nichols
69,5589,2017-04-03,Desarrollo de un sistema de alquiler de canchas de tenis usando elementos de aplicaciones web enriquecidas,"Blanco R., Andrés E.",1.45 MB,http://saber.ucv.ve/handle/10872/15614,http://saber.ucv.ve/bitstream/10872/15614/1/TesisFinalMayo2011.pdf,,thesis_pdf_all/5589.pdf,True,True,False,escuela de computacion,Escuela de Computación,Wilfredo Rangel
70,5577,2017-03-30,Sistema de información para la automatización del método de desarrollo de la arquitectura empresarial,"Osuna Barrios, José Misael",2.23 MB,http://saber.ucv.ve/handle/10872/15574,http://saber.ucv.ve/bitstream/10872/15574/1/TEG-16022535-COMPUTACION-JOSE-OSUNA.pdf,,thesis_pdf_all/5577.pdf,True,True,False,escuela de computacion,Escuela de Computación,Pedro Bonillo
71,5590,2017-04-03,Sistema de recolección de estadísticas y generación de reportes web como una extensión del navegador Mozilla Firefox,"Sánchez Ponte, José Javier; Gil Ramírez, Ángel David",2.3 MB,http://saber.ucv.ve/handle/10872/15613,http://saber.ucv.ve/bitstream/10872/15613/1/tesis.pdf,,thesis_pdf_all/5590.pdf,True,True,False,escuela de computacion,Escuela de Computación,Sergio RivasCaracas
72,5592,2017-04-04,Simulación microscópica de tráfico vehícular basada en agentes inteligentes,"Ampuero Anca, Daniel Alejandro; Gómez Ortiz, Jesús Francisco",2.41 MB,http://saber.ucv.ve/handle/10872/15615,http://saber.ucv.ve/bitstream/10872/15615/1/Simulaci%c3%b3n%20microsc%c3%b3pica%20de%20tr%c3%a1fico%20vehicular.pdf,,thesis_pdf_all/5592.pdf,True,True,False,escuela de computacion,Escuela de Computación,Navarro
73,5593,2017-04-04,Automatización de trazado cefalométrico lateral para el diagnóstico en ortodoncia,"Piña, Jhonattan David",3.73 MB,http://saber.ucv.ve/handle/10872/15616,http://saber.ucv.ve/bitstream/10872/15616/1/Automatizacion_de_trazado_cefalometrico_para_el_diagnostico_en_ortodoncia.pdf,,thesis_pdf_all/5593.pdf,True,True,False,escuela de computacion,Escuela de Computación,Zenaida CastilloCaracas
74,5594,2017-04-04,"Prototipo para un archivo de documentos digitales provenientes de la Web. panel de control, virtualización y programación en la nube","Arévalo S., Vanessa C.",1.15 MB,http://saber.ucv.ve/handle/10872/15617,http://saber.ucv.ve/bitstream/10872/15617/1/%5bVanessa%20Arevalo%5d%20Trabajo%20Especial%20de%20Grado%202011.pdf,,thesis_pdf_all/5594.pdf,True,True,False,escuela de computacion,Escuela de Computación,Andres SanojaCaracas
75,5595,2017-04-04,Diseño e implementación de un sistema automatizado de modelaje meteorológico interactivo,"Urrea F., Jonathan E.",7.78 MB,http://saber.ucv.ve/handle/10872/15618,http://saber.ucv.ve/bitstream/10872/15618/3/tesis_Jonathan_Urrea_18329651.pdf,,thesis_pdf_all/5595.pdf,True,True,False,escuela de computacion,Escuela de Computación,Robinson Rivas
76,5598,2017-04-04,Modelo de cortes volumétricos para la simulación de cirugía de huesos,"Guía, Carlos",5.76 MB,http://saber.ucv.ve/handle/10872/15621,http://saber.ucv.ve/bitstream/10872/15621/1/Trabajo%20Especial%20de%20Grado.pdf,,thesis_pdf_all/5598.pdf,True,True,False,escuela de computacion,Escuela de Computación,Navarro
77,5599,2017-04-04,"Plataforma de envío, recepción y gestión de mensajes multimedia sobre ambiente Web, Tecnologías de Código Abierto y Módems GSM.","Izquierdo Sánchez, Carlos Alberto",3.43 MB,http://saber.ucv.ve/handle/10872/15622,http://saber.ucv.ve/bitstream/10872/15622/3/Documento%20de%20Tesis%2002102011%20%281%29.pdf,,thesis_pdf_all/5599.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Carballo Barrera
78,5600,2017-04-04,Incorporación de la evaluación de la experiencia del usuario en el desarrollo de software a través del Método AgilUs,"Bonilla de la Concepción, Adriana; Freites Hernández, María de Lourdes",3.28 MB,http://saber.ucv.ve/handle/10872/15623,http://saber.ucv.ve/bitstream/10872/15623/1/TEG_AdrianaBonilla_Mar%c3%adaFreites.pdf,,thesis_pdf_all/5600.pdf,True,True,False,escuela de computacion,Escuela de Computación,Alecia Eleonora Acosta
79,5601,2017-04-04,rototipo de un reconocedor de voz para el idioma español,"Castro Briceño, David Alejandro",686.02 kB,http://saber.ucv.ve/handle/10872/15624,http://saber.ucv.ve/bitstream/10872/15624/1/TEG_DAVID_CASTRO_17423089.pdf,,thesis_pdf_all/5601.pdf,True,True,False,escuela de computacion,Escuela de Computación,NunezEsmeralda RamosCaracas
80,5602,2017-04-04,Modelo de sistema de gestión y monitoreo para los puntos de acceso inalámbricos heterogéneos multifabricante. Caso de estudio: Facultad de Ciencias de la Universidad Central de Venezuela,"Navarro Urbina, Kendall Rober",2.93 MB,http://saber.ucv.ve/handle/10872/15625,http://saber.ucv.ve/bitstream/10872/15625/3/TEG_ModificacionFinal.pdf,,thesis_pdf_all/5602.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ana Veronica Morales
81,5628,2017-04-18,Desarrollo de una solución SOA-BPM para optimizar el proceso de orden de compras de una empresa del sector construcción,"Sánchez Canache, Jonatán Israel",8.68 MB,http://saber.ucv.ve/handle/10872/15685,http://saber.ucv.ve/bitstream/10872/15685/3/TEG-1.pdf,,thesis_pdf_all/5628.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria Elena Villapol
82,5629,2017-04-18,Implementación de un sistema del protocolo de configuración dinámica de Hosts con mensajes de autenticación,"Rubel Salas, David",1.41 MB,http://saber.ucv.ve/handle/10872/15687,http://saber.ucv.ve/bitstream/10872/15687/1/TEG_David_Rubel.pdf,,thesis_pdf_all/5629.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria Elena Villapol
83,5630,2017-04-18,Iluminación global en tiempo real basada en la voxelización de escenas con superficies difusas,"Sans Palacios, Francisco Javier",8.07 MB,http://saber.ucv.ve/handle/10872/15692,http://saber.ucv.ve/bitstream/10872/15692/1/Tesis_Francisco_Sans.pdf,,thesis_pdf_all/5630.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmitt RamirezCaracas
84,5631,2017-04-18,Desarrollo de Un Módulo Web Para la Gestión de Planes de Estudio en el Sistema de Gestión Académica CONEST,"Hernández C., José T.",3.77 MB,http://saber.ucv.ve/handle/10872/15691,http://saber.ucv.ve/bitstream/10872/15691/1/TEG_Hernandez%20%284%29.pdf,,thesis_pdf_all/5631.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jossie Zambrano
85,5633,2017-04-18,Prototipo de un archivo de documentos digitales provenientes de la Web. Contenido Web y almacenes de datos,"Blanco Bustos, Carlos Alberto",2.34 MB,http://saber.ucv.ve/handle/10872/15689,http://saber.ucv.ve/bitstream/10872/15689/1/Documento%20de%20Tesis.pdf,,thesis_pdf_all/5633.pdf,True,True,False,escuela de computacion,Escuela de Computación,Mercy Ospina
86,5728,2017-05-25,"Diseño y desarrollo de un módulo de comunicación entre el framework ruby on rails y la central telefónica por software asterisk, para el mercadeo de productos y servicios empresariales","García Mujica, Carlos Augusto",1.2 MB,http://saber.ucv.ve/handle/10872/15892,http://saber.ucv.ve/bitstream/10872/15892/1/Tesis_Carlos_Garcia.pdf,,thesis_pdf_all/5728.pdf,True,True,False,escuela de computacion,Escuela de Computación,Edgar Gonzalez
87,5727,2017-05-25,Gestor de objetos de aprendizaje de contenidos abiertos de tipo práctico para el apoyo a la asignatura algoritmos y programación,"Rebete Guillermo, Osner",1.59 MB,http://saber.ucv.ve/handle/10872/15891,http://saber.ucv.ve/bitstream/10872/15891/1/Tesis%20-%20Gestor%20de%20OACA.pdf,,thesis_pdf_all/5727.pdf,True,True,False,escuela de computacion,Escuela de Computación,Antonio Silva
88,5725,2017-05-25,Implantación de una plataforma de software colaborativo que permita integrar servicios ofertados por la Facultad de Ciencias,"González A., Jessica; Camacho G., Carlos",2.26 MB,http://saber.ucv.ve/handle/10872/15894,http://saber.ucv.ve/bitstream/10872/15894/1/documento_tesis.pdf,,thesis_pdf_all/5725.pdf,True,True,False,escuela de computacion,Escuela de Computación,Robinson RivasCaracas
89,5726,2017-05-25,Implementación de un sistema de recomendación de frases basado en el algoritmo Slope One,"Riveros Balbi, Norman",2.6 MB,http://saber.ucv.ve/handle/10872/15890,http://saber.ucv.ve/bitstream/10872/15890/1/TEG_NormanRiveros.pdf,,thesis_pdf_all/5726.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Y Carballo Barrera
